run_id,case_id,antibody_id,step,blocked_rate_window_x,veto_streak_x,action_toggle_rate_x,SoMS_cumsum_window_x,recovery_time_est,pressure_index,soms_slope_5,toggle_rate_ma_5,blocked_rate_ma_5,soms_slope_10,toggle_rate_ma_10,blocked_rate_ma_10,toggle_over_th_streak_10,blocked_over_partialseal_streak_10,SoMS_cumsum_window_y,action_toggle_rate_y,blocked_rate_window_y,veto_streak_y,conflict_density_proxy,y_soms_runaway,y_osc_nonrecover,y_conflict_selfamp
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,13,0.0,0,0.0,1.15,,0.0115,0.29,0.0,0.0,0.08818181818181814,0.0,0.0,0,0,1.15,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,14,0.0,0,0.0,1.65,,0.0165,0.44499999999999995,0.0,0.0,0.15696969696969693,0.0,0.0,0,0,1.65,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,15,0.0,0,0.0,2.1,,0.021,0.525,0.0,0.0,0.23030303030303026,0.0,0.0,0,0,2.1,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,16,0.0,0,0.0,2.5,,0.025,0.47500000000000003,0.0,0.0,0.29999999999999993,0.0,0.0,0,0,2.5,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,17,0.0,0,0.0,2.8499999999999996,,0.028499999999999998,0.42499999999999993,0.0,0.0,0.3584848484848484,0.0,0.0,0,0,2.8499999999999996,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,18,0.0,0,0.0,3.15,,0.0315,0.37500000000000017,0.0,0.0,0.39878787878787886,0.0,0.0,0,0,3.15,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,19,0.0,0,0.0,4.05,,0.0405,0.4550000000000002,0.0,0.0,0.44999999999999996,0.0,0.0,0,0,4.05,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,20,0.0,0,0.0,5.55,,0.0555,0.7300000000000003,0.0,0.0,0.5339393939393939,0.0,0.0,0,0,5.55,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,21,0.0,0,0.0,7.0,,0.07,1.07,0.0,0.0,0.6296969696969696,0.0,0.0,0,0,7.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,22,0.0,0,0.0,7.800000000000001,,0.07800000000000001,1.2250000000000005,0.0,0.0,0.7242424242424244,0.0,0.0,0,0,7.800000000000001,0.0,0.0,0.0,0.0,0,0,0
